Entrez	Gene Symbol	P-value	Beta
3575	IL7R	3.9999999999999997e-32	1.0638298
7096	TLR1	4e-27	1.1111112
8099	CDK2AP1	3e-24	1.0638298
2207	FCER1G	6e-19	1.05
3106	HLA-B	7e-19	1.08
60468	BACH2	2e-18	1.0526316
124626	ZPBP2	2e-17	1.0638298
28	ABO	3e-16	1.05
4790	NFKB1	1e-15	1.0416667
23168	RTF1	1e-14	1.05
221895	JAZF1	3e-14	1.05
5334	PLCL1	4e-14	1.0638298
6311	ATXN2	6e-14	1.04
9730	DCAF1	2e-13	1.0526316
4026	LPP	2e-13	1.06
6095	RORA	6e-13	1.0752687
4088	SMAD3	6e-12	1.07
473	RERE	7e-12	1.04
121665	SPPL3	4e-11	1.03
164781	DAW1	2e-10	1.0416667
6817	SULT1A1	5e-10	1.0638298
10111	RAD50	2e-09	1.06
4773	NFATC2	5e-08	1.0638298
23387	SIK3	7e-07	1.09
57708	MIER1	5e-06	1.0309278
