Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.174479
338	APOB	1e-79	0.0878038
255738	PCSK9	1e-61	0.294005
746	TMEM258	2.0000000000000003e-34	0.0597804
8882	ZPR1	6.999999999999999e-30	0.0777436
3156	HMGCR	2e-27	0.0519459
57794	SUGP1	3e-26	0.0932214
85440	DOCK7	3.9999999999999996e-26	0.0513805
28	ABO	4e-22	0.0582412
6927	HNF1A	3e-19	0.0429177
3117	HLA-DQA1	3e-17	0.0509807
341	APOC1	1e-16	0.117088
64241	ABCG8	5e-16	0.0403401
7227	TRPS1	3e-15	0.0408243
6580	SLC22A1	7e-15	0.0455256
3250	HPR	4e-13	0.0433464
6597	SMARCA4	4e-13	0.162306
10349	ABCA10	1e-11	0.0469805
54922	RASIP1	5e-11	0.0306006
85363	TRIM5	2e-10	0.0577331
3837	KPNB1	6e-10	0.0294931
4299	AFF1	1e-09	0.0290531
90634	N4BP2L1	1e-09	0.0298399
