Entrez	Gene Symbol	P-value	Beta
4018	LPA	8e-68	0.3358
221692	PHACTR1	3e-30	0.0937
80018	NAA25	9e-19	0.1514
11173	ADAMTS7	2e-18	0.0761
8613	PLPP3	1e-17	0.1312
2677	GGCX	2e-17	0.0672
348	APOE	1e-16	0.0937
338	APOB	4e-16	0.3296
2242	FES	2e-14	0.0661
55785	FGD6	6e-13	0.0877
255738	PCSK9	6e-12	0.2179
2982	GUCY1A1	7e-12	0.0659
254102	EHBP1L1	1e-11	0.0532
7040	TGFB1	1e-11	0.0542
3570	IL6R	3e-10	0.0505
1284	COL4A2	5e-10	0.0584
10428	CFDP1	7e-10	0.0487
23293	SMG6	7e-10	0.0515
8633	UNC5C	1e-09	0.0757
254065	BRWD3	2e-09	0.0521
2273	FHL1	3e-09	0.0445
1012	CDH13	4e-09	0.0534
65065	NBEAL1	4e-09	0.085
9785	DHX38	7e-09	0.0468
2250	FGF5	1e-08	0.0523
9749	PHACTR2	3e-08	0.7987
55603	TENT5A	3e-08	0.221
23410	SIRT3	4e-08	0.0866
23365	ARHGEF12	4e-08	0.0761
