Entrez	Gene Symbol	P-value	Beta
4284	MIP	8e-57	0.0838952
2646	GCKR	7e-41	0.0559618
286827	TRIM59	4e-21	0.0386967
146433	IL34	3e-18	0.0386604
9194	SLC16A7	7e-17	0.0555765
54901	CDKAL1	3e-15	0.0367581
6542	SLC7A2	5e-15	0.0979521
133686	NADK2	1e-12	0.0958083
169026	SLC30A8	2e-12	0.0311474
169792	GLIS3	5e-12	0.0288366
492307	PPDPFL	3e-11	0.0280394
22877	MLXIP	4e-11	0.0274776
1373	CPS1	3e-10	0.0276492
111	ADCY5	8e-10	0.0282558
57666	FBRSL1	2e-09	0.0247311
9057	SLC7A6	6e-09	0.0269592
57466	SCAF4	8e-09	0.0565942
