Entrez	Gene Symbol	P-value	Beta
10599	SLCO1B1	0.0	0.1495
221037	JMJD1C	7.999999999999999e-63	0.0329
5002	SLC22A18	2.0000000000000003e-49	0.0521
164656	TMPRSS6	5e-41	0.0266
6708	SPTA1	1e-38	0.0278
196	AHR	1e-35	0.0255
286	ANK1	1e-27	0.0685
1373	CPS1	5e-24	0.0227
3172	HNF4A	3e-23	0.0618
8289	ARID1A	1e-22	0.0749
8701	DNAH11	5e-20	0.021
406	BMAL1	6e-20	0.0195
9415	FADS2	8e-20	0.0187
53345	TM6SF2	1e-19	0.0336
4650	MYO9B	5e-19	0.018
246778	IL27	2e-17	0.0192
8882	ZPR1	7e-17	0.0222
64757	MTARC1	2e-16	0.0209
6256	RXRA	4e-16	0.0188
85440	DOCK7	1e-15	0.0177
11322	TMC6	2e-15	0.0197
6660	SOX5	2e-15	0.0492
6580	SLC22A1	2e-15	0.0234
9792	SERTAD2	3e-14	0.02
1562	CYP2C18	3e-14	0.0186
25798	BRI3	5e-14	0.019
26137	ZBTB20	6e-14	0.0202
59352	LGR6	4e-13	0.0168
11183	MAP4K5	6e-13	0.042
221895	JAZF1	6e-13	0.0203
147837	ZNF563	7e-13	0.0727
1107	CHD3	8e-13	0.0167
949	SCARB1	2e-12	0.0268
80339	PNPLA3	2e-12	0.0159
5581	PRKCE	8e-12	0.0149
54828	BCAS3	2e-11	0.0159
11325	DDX42	2e-11	0.0164
51571	CYRIB	3e-11	0.0132
54902	TTC19	8e-11	0.0136
23075	SWAP70	1e-10	0.0132
55062	WIPI1	2e-10	0.013
51312	SLC25A37	3e-10	0.0162
57448	BIRC6	3e-10	0.016
85363	TRIM5	3e-10	0.0249
51142	CHCHD2	4e-10	0.0123
8644	AKR1C3	5e-10	0.017
114548	NLRP3	1e-09	0.0123
55252	ASXL2	1e-09	0.0151
4284	MIP	1e-09	0.0181
1950	EGF	2e-09	0.0145
2736	GLI2	2e-09	0.0222
4520	MTF1	3e-09	0.014
8091	HMGA2	3e-09	0.0169
3570	IL6R	3e-09	0.0119
55731	FAM222B	3e-09	0.014
22877	MLXIP	6e-09	0.0115
92799	SHKBP1	7e-09	0.0125
7332	UBE2L3	7e-09	0.0165
80381	CD276	7e-09	0.0115
8897	MTMR3	7e-09	0.0285
51447	IP6K2	7e-09	0.0159
197131	UBR1	8e-09	0.0229
85451	UNK	8e-09	0.0118
221692	PHACTR1	9e-09	0.0289
57707	MEAK7	1e-08	0.014
23094	SIPA1L3	1e-08	0.0122
91133	L3MBTL4	1e-08	0.0115
84717	HDGFL2	2e-08	0.0125
85413	SLC22A16	2e-08	0.0154
4862	NPAS2	2e-08	0.0114
339779	PRR30	2e-08	0.0113
1384	CRAT	3e-08	0.0119
112755	STX1B	3e-08	0.0149
1879	EBF1	3e-08	0.0153
256227	STEAP1B	3e-08	0.0169
23293	SMG6	3e-08	0.0136
219654	ZCCHC24	3e-08	0.0132
2056	EPO	3e-08	0.0863
2168	FABP1	4e-08	0.0118
23245	ASTN2	4e-08	0.014
493	ATP2B4	4e-08	0.0203
92689	FAM114A1	5e-08	0.1158
8934	RAB29	5e-08	0.0138
