Entrez	Gene Symbol	P-value	Beta
1138	CHRNA5	1.9999999999999997e-28	1.18
3360	HTR4	4.9999999999999996e-26	1.18
57211	ADGRG6	2e-19	1.15
79875	THSD4	8e-16	1.13
10144	FAM13A	7e-15	1.12
79890	RIN3	5e-14	1.15
8728	ADAM19	2e-13	1.16
60678	EEFSEC	4e-13	1.18
54848	ARHGEF38	3e-10	1.208
177	AGER	6e-10	1.24
112869	SGF29	7e-10	1.1
84071	ARMC2	8e-10	1.12
1832	DSP	4e-09	1.09
23255	MTCL1	6e-09	1.1
6441	SFTPD	2e-08	1.08
5915	RARB	2e-08	1.11
140688	NOL4L	9e-08	1.072
23509	POFUT1	8e-07	1.062
9777	TM9SF4	1e-06	1.066
57718	PPP4R4	4e-06	1.099
6785	ELOVL4	4e-06	1.102
