Entrez	Gene Symbol	Ensembl ID	P-value
80737	VWA7	ENSG00000238203	1.5e-09
3127	HLA-DRB5	ENSG00000198502	4.25e-07
85366	MYLK2	ENSG00000101306	1.16e-05
944	TNFSF8	ENSG00000106952	2.43e-05
114821	ZBED9	ENSG00000248496	2.46e-05
9515	STXBP5L	ENSG00000145087	2.46e-05
6136	RPL12	ENSG00000197958	4.21e-05
55586	MIOX	ENSG00000100253	4.37e-05
51684	SUFU	ENSG00000107882	4.43e-05
2623	GATA1	ENSG00000102145	4.64e-05
10092	ARPC5	ENSG00000162704	4.81e-05
54497	HEATR5B	ENSG00000008869	5.16e-05
28964	GIT1	ENSG00000108262	5.27e-05
26499	PLEK2	ENSG00000100558	5.41e-05
1952	CELSR2	ENSG00000143126	5.52e-05
25831	HECTD1	ENSG00000092148	5.53e-05
55644	OSGEP	ENSG00000092094	6.7e-05
1956	EGFR	ENSG00000146648	7.02e-05
64127	NOD2	ENSG00000167207	7.46e-05
120065	OR5P2	ENSG00000280931	7.85e-05
146183	OTOA	ENSG00000155719	8.42e-05
1351	COX8A	ENSG00000176340	8.64e-05
2178	FANCE	ENSG00000112039	8.7e-05
1084	CEACAM3	ENSG00000170956	9.34e-05
