Entrez	Gene Symbol	Ensembl ID	P-value
1471	CST3	ENSG00000101439	2.2e-307
10019	SH2B3	ENSG00000111252	2.26e-57
5310	PKD1	ENSG00000008710	2.89e-49
142680	SLC34A3	ENSG00000198569	1.4800000000000002e-43
4036	LRP2	ENSG00000081479	1.75e-34
3717	JAK2	ENSG00000096968	9.49e-34
9071	CLDN10	ENSG00000134873	3.2400000000000004e-33
84952	CGNL1	ENSG00000128849	2.6e-20
25865	PRKD2	ENSG00000105287	2.67e-17
54790	TET2	ENSG00000168769	3.81e-17
27237	ARHGEF16	ENSG00000130762	1.4e-16
6569	SLC34A1	ENSG00000131183	4.46e-16
4286	MITF	ENSG00000187098	1.13e-15
4763	NF1	ENSG00000196712	1.41e-14
6526	SLC5A3	ENSG00000198743	4.45e-13
10725	NFAT5	ENSG00000102908	1.24e-12
64599	GIGYF1	ENSG00000146830	3.68e-12
11136	SLC7A9	ENSG00000021488	6.22e-12
128821	CST9L	ENSG00000101435	1.34e-11
140628	GATA5	ENSG00000130700	1.78e-11
