Entrez	Gene Symbol	Ensembl ID	P-value
5871	MAP4K2	ENSG00000168067	2.1300000000000003e-31
6521	SLC4A1	ENSG00000004939	9.16e-30
6005	RHAG	ENSG00000112077	2.1500000000000002e-29
6708	SPTA1	ENSG00000163554	5.87e-24
9780	PIEZO1	ENSG00000103335	6.46e-22
5213	PFKM	ENSG00000152556	4.54e-19
2035	EPB41	ENSG00000159023	1.13e-16
389840	MAP3K15	ENSG00000180815	2.16e-15
64599	GIGYF1	ENSG00000146830	8.74e-15
169026	SLC30A8	ENSG00000164756	1.36e-14
57818	G6PC2	ENSG00000278373	1.09e-11
5794	PTPRH	ENSG00000080031	1.24e-09
327	APEH	ENSG00000164062	1.26e-09
338	APOB	ENSG00000084674	1.57e-09
3739	KCNA4	ENSG00000182255	1.58e-09
