Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	2.35e-148
4023	LPL	ENSG00000175445	7.839999999999999e-140
345	APOC3	ENSG00000110245	1.39e-127
116519	APOA5	ENSG00000110243	3.72e-114
84811	BUD13	ENSG00000137656	1.52e-99
51085	MLXIPL	ENSG00000009950	3.83e-90
338	APOB	ENSG00000084674	2.3399999999999997e-81
9031	BAZ1B	ENSG00000009954	4.09e-74
4018	LPA	ENSG00000198670	1.59e-73
84226	C2orf16	ENSG00000221843	3.4199999999999997e-68
11321	GPN1	ENSG00000198522	4.9100000000000005e-64
5049	PAFAH1B2	ENSG00000168092	3.36e-49
337	APOA4	ENSG00000110244	5.55e-49
51129	ANGPTL4	ENSG00000167772	4.04e-47
348	APOE	ENSG00000130203	8.73e-44
26160	IFT172	ENSG00000138002	4.33e-40
6580	SLC22A1	ENSG00000175003	4.73e-35
1463	NCAN	ENSG00000130287	3.42e-27
27329	ANGPTL3	ENSG00000132855	6e-22
22837	COBLL1	ENSG00000082438	4.09e-19
84277	DNAJC30	ENSG00000176410	1.74e-17
113201	GOLM2	ENSG00000166734	2.67e-17
5140	PDE3B	ENSG00000152270	8.29e-16
146894	CD300LG	ENSG00000161649	5.7e-15
221037	JMJD1C	ENSG00000171988	8.27e-15
3990	LIPC	ENSG00000166035	7.96e-14
94137	RP1L1	ENSG00000183638	2.2e-12
51374	ATRAID	ENSG00000138085	6.06e-12
26291	FGF21	ENSG00000105550	7.86e-12
94039	ZNF101	ENSG00000181896	2.63e-11
2524	FUT2	ENSG00000176920	1.01e-10
5340	PLG	ENSG00000122194	2.98e-10
8431	NR0B2	ENSG00000131910	4.74e-10
255738	PCSK9	ENSG00000169174	5.69e-10
126695	KDF1	ENSG00000175707	5.9e-10
80212	CCDC92	ENSG00000275035	6.41e-10
54854	FAM83E	ENSG00000105523	2.54e-09
64838	FNDC4	ENSG00000115226	3.08e-09
284358	MAMSTR	ENSG00000176909	4.58e-09
2538	G6PC1	ENSG00000131482	5.79e-09
