Entrez	Gene Symbol	Ensembl ID	P-value
8328	GFI1B	ENSG00000165702	3.35e-172
5900	RALGDS	ENSG00000160271	1.39e-71
3717	JAK2	ENSG00000096968	1.3e-56
10019	SH2B3	ENSG00000111252	6.5e-50
81027	TUBB1	ENSG00000101162	7.71e-40
2815	GP9	ENSG00000169704	5.14e-35
4352	MPL	ENSG00000117400	7.77e-30
283450	HECTD4	ENSG00000173064	1.64e-29
10788	IQGAP2	ENSG00000145703	5.66e-26
221477	C6orf89	ENSG00000198663	9.88e-25
2812	GP1BB	ENSG00000203618	1.62e-24
23495	TNFRSF13B	ENSG00000240505	1.13e-22
2811	GP1BA	ENSG00000185245	1.8400000000000002e-21
115677	NOSTRIN	ENSG00000275326	3.23e-18
3674	ITGA2B	ENSG00000005961	1.22e-17
4584	MUC3A	ENSG00000169894	7.58e-17
7272	TTK	ENSG00000112742	7.18e-16
115209	OMA1	ENSG00000162600	3.99e-15
4065	LY75	ENSG00000054219	2.76e-13
811	CALR	ENSG00000179218	6.82e-13
100526664	LY75-CD302	ENSG00000248672	1.46e-12
5794	PTPRH	ENSG00000080031	2.87e-12
80018	NAA25	ENSG00000111300	2.15e-10
80724	ACAD10	ENSG00000111271	2.24e-10
4855	NOTCH4	ENSG00000238196	2.51e-10
7148	TNXB	ENSG00000236236	2.68e-10
3710	ITPR3	ENSG00000096433	3.84e-10
114548	NLRP3	ENSG00000162711	6.01e-10
8575	PRKRA	ENSG00000180228	9.53e-10
163259	DENND2C	ENSG00000175984	1.73e-09
23316	CUX2	ENSG00000111249	2.16e-09
5545	PRB4	ENSG00000274839	4.4e-09
91828	EXOC3L4	ENSG00000205436	1.23e-08
51751	HIGD1B	ENSG00000131097	7.38e-08
11200	CHEK2	ENSG00000183765	7.54e-08
259215	LY6G6F	ENSG00000243804	1.36e-07
7805	LAPTM5	ENSG00000162511	1.39e-07
7066	THPO	ENSG00000090534	1.49e-07
3107	HLA-C	ENSG00000237022	1.57e-07
7916	PRRC2A	ENSG00000231825	2.34e-07
150468	CKAP2L	ENSG00000169607	2.61e-07
