Entrez	Gene Symbol	P-value	Beta
6464	SHC1	9e-57	0.176066
8809	IL18R1	8e-35	0.0560032
4025	LPO	5e-31	0.253199
10767	HBS1L	6.0000000000000005e-31	0.0530246
10111	RAD50	3e-25	0.0566936
1021	CDK6	7e-22	0.0458288
2720	GLB1	9e-19	0.039617
1178	CLC	3e-17	0.0379692
10394	PRG3	1e-16	0.106008
10410	IFITM3	2e-14	0.0351911
2186	BPTF	2e-10	0.0318814
3568	IL5RA	5e-10	0.0277951
2664	GDI1	9e-10	0.037944
246	ALOX15	1e-09	0.0490036
4087	SMAD2	2e-09	0.0291486
55636	CHD7	7e-09	0.0335097
596	BCL2	1e-08	0.0368801
940	CD28	3e-08	0.0246088
23199	GSE1	4e-08	0.0263466
134	ADORA1	4e-08	0.0646054
