Entrez	Gene Symbol	P-value	Beta
5781	PTPN11	0.0	
8809	IL18R1	6e-305	
861	RUNX1	5e-159	
246	ALOX15	1e-137	
23274	CLEC16A	4e-120	
10865	ARID5A	4e-118	
10767	HBS1L	2e-114	
728294	D2HGDH	6e-94	
596	BCL2	9e-91	
80762	NDFIP1	5e-90	
1021	CDK6	3e-78	
2029	ENSA	9e-72	
1053	CEBPE	3e-66	
1902	LPAR1	3e-65	
8061	FOSL1	4e-62	
54518	APBB1IP	2e-61	
2308	FOXO1	5e-59	
23185	LARP4B	1e-58	
8328	GFI1B	9e-55	
2720	GLB1	2e-52	
55770	EXOC2	3e-52	
51676	ASB2	3e-50	
8794	TNFRSF10C	7.999999999999999e-50	
3566	IL4R	3e-49	
5468	PPARG	1e-48	
161882	ZFPM1	8e-44	
5728	PTEN	4e-43	
22834	ZNF652	6e-41	
55809	TRERF1	2.9999999999999998e-40	
4026	LPP	2e-37	
337867	UBAC2	2e-37	
59269	HIVEP3	3e-37	
81858	SHARPIN	5.0000000000000005e-37	
6821	SUOX	9e-37	
23308	ICOSLG	2e-36	
23526	ARHGAP45	4e-36	
57511	COG6	8e-36	
6778	STAT6	4e-35	
3635	INPP5D	5e-35	
3716	JAK1	2.0000000000000003e-34	
4345	CD200	5e-34	
4088	SMAD3	1e-33	
10320	IKZF1	4e-33	
2687	GGT5	8e-33	
151056	PLB1	1.9999999999999998e-32	
50514	DELEC1	3e-32	
11180	WDR6	2e-31	
79890	RIN3	7.0000000000000015e-31	
549	AUH	1.9999999999999997e-28	
343099	CCDC18	5e-28	
5293	PIK3CD	8e-27	
9683	N4BP1	9.999999999999999e-27	
9415	FADS2	3.9999999999999996e-26	
940	CD28	4.9999999999999996e-26	
84969	TOX2	4.9999999999999996e-26	
3656	IRAK2	3e-24	
29015	SLC43A3	2.0000000000000002e-23	
1859	DYRK1A	2.0000000000000002e-23	
651746	ANKRD33B	1e-22	
196	AHR	1e-22	
10318	TNIP1	1e-22	
84166	NLRC5	2e-22	
23765	IL17RA	2e-22	
5465	PPARA	5e-22	
11262	SP140	1e-21	
200734	SPRED2	2e-21	
7090	TLE3	2e-21	
115727	RASGRP4	3e-21	
10636	RGS14	4e-21	
10301	DLEU1	4e-21	
3663	IRF5	5e-21	
6238	RRBP1	8e-21	
146198	ZFP90	9e-21	
54931	TRMT10C	2e-20	
121665	SPPL3	3e-20	
9919	SEC16A	3e-20	
3559	IL2RA	6e-20	
124540	MSI2	8e-20	
23228	PLCL2	2e-19	
85451	UNK	3e-19	
4790	NFKB1	5e-19	
6095	RORA	6e-19	
5770	PTPN1	6e-18	
7132	TNFRSF1A	7e-18	
55582	KIF27	8e-18	
55196	RESF1	8e-18	
581	BAX	1e-17	
919	CD247	2e-17	
80714	PBX4	2e-17	
10219	KLRG1	2e-17	
29091	STXBP6	3e-17	
8778	SIGLEC5	3e-17	
28960	DCPS	4e-17	
4087	SMAD2	8e-17	
23165	NUP205	3e-16	
4217	MAP3K5	3e-16	
64123	ADGRL4	3e-16	
3146	HMGB1	4e-16	
846	CASR	5e-16	
3026	HABP2	6e-16	
2078	ERG	6e-16	
387893	KMT5A	6e-16	
4092	SMAD7	9e-16	
1373	CPS1	1e-15	
1912	PHC2	2e-15	
55294	FBXW7	2e-15	
57149	LYRM1	4e-15	
9474	ATG5	4e-15	
23092	ARHGAP26	4e-15	
5889	RAD51C	5e-15	
80305	TRABD	7e-15	
56952	PRTFDC1	8e-15	
5915	RARB	9e-15	
55843	ARHGAP15	1e-14	
7158	TP53BP1	1e-14	
83605	CCM2	2e-14	
2207	FCER1G	3e-14	
10666	CD226	3e-14	
23786	BCL2L13	4e-14	
5913	RAPSN	4e-14	
1523	CUX1	4e-14	
115701	ALPK2	5e-14	
26093	CCDC9	8e-14	
5331	PLCB3	1e-13	
4982	TNFRSF11B	1e-13	
4149	MAX	1e-13	
100506736	SLFN12L	2e-13	
5452	POU2F2	2e-13	
5771	PTPN2	3e-13	
1029	CDKN2A	3e-13	
56829	ZC3HAV1	3e-13	
286827	TRIM59	5e-13	
402569	KPNA7	7e-13	
4676	NAP1L4	8e-13	
55107	ANO1	8e-13	
1043	CD52	8e-13	
3937	LCP2	1e-12	
26094	DCAF4	1e-12	
101928243	DARS1-AS1	2e-12	
51174	TUBD1	2e-12	
8440	NCK2	3e-12	
5450	POU2AF1	5e-12	
53347	UBASH3A	6e-12	
54464	XRN1	7e-12	
222194	RSBN1L	7e-12	
23108	RAP1GAP2	8e-12	
23533	PIK3R5	9e-12	
4773	NFATC2	9e-12	
2185	PTK2B	1e-11	
54491	OTULINL	1e-11	
2677	GGCX	1e-11	
3706	ITPKA	1e-11	
113	ADCY7	1e-11	
10077	TSPAN32	2e-11	
54796	BNC2	3e-11	
10616	RBCK1	3e-11	
63892	THADA	3e-11	
3707	ITPKB	4e-11	
57567	ZNF319	4e-11	
3097	HIVEP2	4e-11	
137682	NDUFAF6	4e-11	
4194	MDM4	4e-11	
200424	TET3	4e-11	
51684	SUFU	4e-11	
3578	IL9	5e-11	
92285	ZNF585B	6e-11	
29949	IL19	6e-11	
6504	SLAMF1	7e-11	
373509	USP50	1e-10	
4005	LMO2	1e-10	
5151	PDE8A	1e-10	
145282	MIPOL1	1e-10	
2859	GPR35	2e-10	
1359	CPA3	2e-10	
5922	RASA2	2e-10	
5337	PLD1	2e-10	
55746	NUP133	2e-10	
113263	GLCCI1	3e-10	
23026	MYO16	4e-10	
222255	ATXN7L1	7e-10	
282809	POC1B	9e-10	
