Entrez	Gene Symbol	P-value	Beta
22992	KDM2A	2e-58	
7473	WNT3	9.999999999999999e-55	
9842	PLEKHM1	2e-53	
4237	MFAP2	4e-51	
10301	DLEU1	9e-49	
7148	TNXB	1e-47	
64399	HHIP	2e-47	
170691	ADAMTS17	3e-45	
5091	PC	7e-43	
253461	ZBTB38	1e-41	
3839	KPNA3	2e-40	
11060	WWP2	5.0000000000000005e-37	
10393	ANAPC10	2e-35	
84456	L3MBTL3	3e-35	
974	CD79B	4e-35	
169714	QSOX2	5e-34	
8546	AP3B1	3e-33	
1434	CSE1L	3e-33	
54454	ATAD2B	8e-31	
8835	SOCS2	3e-29	
51319	RSRC1	5.0000000000000004e-29	
10643	IGF2BP3	8.000000000000001e-29	
57188	ADAMTSL3	9.999999999999999e-29	
22955	SCMH1	1.9999999999999997e-28	
54790	TET2	2e-27	
4016	LOXL1	6e-27	
109	ADCY3	3e-26	
79890	RIN3	3.9999999999999996e-26	
26052	DNM3	3e-25	
27086	FOXP1	3e-22	
1021	CDK6	5e-22	
10564	ARFGEF2	9e-22	
84619	ZGPAT	3e-21	
5265	SERPINA1	4e-21	
176	ACAN	8e-21	
10238	DCAF7	1e-20	
2241	FER	2e-20	
2099	ESR1	3e-20	
1879	EBF1	7e-20	
8347	H2BC4	9e-20	
2122	MECOM	2e-19	
153241	CEP120	2e-19	
89887	ZNF628	7e-19	
79058	ASPSCR1	7e-19	
4776	NFATC4	8e-19	
2264	FGFR4	1e-18	
100507421	TMEM178B	1e-18	
51277	DNAJC27	2e-18	
79719	AAGAB	2e-18	
84333	PCGF5	2e-18	
4170	MCL1	3e-18	
8817	FGF18	5e-18	
149420	PDIK1L	5e-18	
253827	MSRB3	7e-18	
594	BCKDHB	8e-18	
29945	ANAPC4	1e-17	
547	KIF1A	1e-17	
8341	H2BC15	1e-17	
6954	TCP11	2e-17	
10903	MTMR11	2e-17	
8425	LTBP4	2e-17	
22979	EFR3B	5e-17	
55297	CCDC91	1e-16	
59343	SENP2	1e-16	
100529239	RPS10-NUDT3	1e-16	
11046	SLC35D2	2e-16	
1773	DNASE1	4e-16	
6195	RPS6KA1	4e-16	
8738	CRADD	4e-16	
23294	ANKS1A	5e-16	
5168	ENPP2	5e-16	
84905	ZNF341	7e-16	
54361	WNT4	7e-16	
203238	CCDC171	8e-16	
6239	RREB1	1e-15	
10658	CELF1	2e-15	
4043	LRPAP1	2e-15	
89	ACTN3	2e-15	
131405	TRIM71	3e-15	
8648	NCOA1	3e-15	
23788	MTCH2	4e-15	
728763	CROCC2	7e-15	
91768	CABLES1	9e-15	
5125	PCSK5	1e-14	
8555	CDC14B	1e-14	
22882	ZHX2	7e-14	
10992	SF3B2	1e-13	
221264	AK9	2e-13	
1363	CPE	2e-13	
23054	NCOA6	2e-13	
254187	TSGA10IP	3e-13	
4856	CCN3	4e-13	
56995	TULP4	4e-13	
55596	ZCCHC8	4e-13	
5139	PDE3A	5e-13	
6414	SELENOP	5e-13	
27147	DENND2A	7e-13	
80128	TRIM46	8e-13	
4520	MTF1	1e-12	
10867	TSPAN9	2e-12	
51292	GMPR2	2e-12	
4542	MYO1F	2e-12	
9924	PAN2	4e-12	
54806	AHI1	4e-12	
3400	ID4	4e-12	
83658	DYNLRB1	6e-12	
3480	IGF1R	2e-11	
22913	RALY	2e-11	
129563	DIS3L2	4e-11	
171019	ADAMTS19	7e-11	
6902	TBCA	7e-11	
2139	EYA2	7e-11	
126626	GABPB2	8e-11	
89874	SLC25A21	9e-11	
2690	GHR	1e-10	
819	CAMLG	1e-10	
112755	STX1B	2e-10	
51341	ZBTB7A	2e-10	
25839	COG4	6e-10	
116461	TSEN15	6e-10	
2549	GAB1	8e-10	
54887	BLTP3A	8e-10	
6493	SIM2	2e-09	
2321	FLT1	4e-09	
4547	MTTP	5e-09	
2289	FKBP5	8e-09	
130026	ICA1L	1e-08	
389	RHOC	4e-08	
55332	DRAM1	4e-08	
