Entrez	Gene Symbol	P-value	Beta
55191	NADSYN1	5e-192	0.105
797	CALCB	4e-181	0.0702
120227	CYP2R1	1e-104	0.0974
10418	SPON1	1e-101	0.0993
2638	GC	2e-48	0.1425
5682	PSMA1	6e-38	0.0606
8671	SLC4A4	7e-36	0.0455
1315	COPB1	4e-35	0.0669
116519	APOA5	7.000000000000001e-29	0.0563
3034	HAL	9.999999999999999e-27	0.0308
5140	PDE3B	6e-25	0.0839
8854	ALDH1A2	7.000000000000001e-23	0.0303
53345	TM6SF2	2e-22	0.0448
387755	INSC	1e-21	0.3158
9508	ADAMTS3	4e-18	0.0653
7062	TCHH	1e-17	0.0421
29943	PADI1	8e-17	0.0224
81609	SNX27	8e-16	0.0544
2646	GCKR	3e-15	0.0199
93517	SDR42E1	1e-14	0.0277
94039	ZNF101	2e-14	0.0328
1591	CYP24A1	6e-14	0.0299
8394	PIP5K1A	1e-13	0.0676
348	APOE	2e-13	0.0346
3949	LDLR	2e-13	0.0274
23387	SIK3	3e-13	0.0289
55553	SOX6	8e-13	0.055
10599	SLCO1B1	1e-11	0.0225
1071	CETP	3e-11	0.0199
79799	UGT2A3	2e-10	0.0239
3360	HTR4	3e-10	0.0156
100132074	FOXO6	7e-10	0.0152
7364	UGT2B7	1e-09	0.0267
5169	ENPP3	1e-09	0.0194
9159	PCSK7	2e-09	0.0203
11012	KLK11	2e-09	0.0271
9960	USP3	2e-09	0.0202
285489	DOK7	3e-09	0.0233
125	ADH1B	4e-09	0.0469
