Entrez	Gene Symbol	P-value	Beta
4023	LPL	8e-106	0.105676
8854	ALDH1A2	5e-59	0.0725595
9388	LIPG	3e-53	0.293755
338	APOB	7e-48	0.0785157
51129	ANGPTL4	2.9999999999999998e-40	0.207882
348	APOE	9e-39	0.0787552
84166	NLRC5	6e-34	0.156437
146894	CD300LG	5e-33	0.149023
23387	SIK3	4.999999999999999e-32	0.0657631
2590	GALNT2	5.0000000000000004e-29	0.0501356
3172	HNF4A	1.0000000000000001e-23	0.127506
746	TMEM258	5e-21	0.0431466
949	SCARB1	1e-18	0.0418356
57572	DOCK6	1e-17	0.0701979
84811	BUD13	1e-17	0.0746105
64116	SLC39A8	2e-17	0.0705141
57678	GPAM	7e-17	0.0409669
79841	AGBL2	3e-16	0.0376415
19	ABCA1	1e-14	0.0383615
64757	MTARC1	1e-14	0.0370246
7227	TRPS1	2e-14	0.0339364
29956	CERS2	2e-13	0.0389032
158219	TTC39B	2e-12	0.0450174
150223	YDJC	1e-11	0.0385152
220972	MARCHF8	2e-10	0.0299812
2646	GCKR	2e-10	0.0285798
3931	LCAT	4e-10	0.0757322
80790	CMIP	4e-10	0.0297207
84870	RSPO3	7e-10	0.0271174
147007	TMEM199	9e-10	0.026739
