Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.210259
2646	GCKR	9e-109	0.101409
9415	FADS2	1e-73	0.0850336
51129	ANGPTL4	5.999999999999999e-62	0.265888
85440	DOCK7	5e-43	0.0645538
4018	LPA	9.999999999999999e-33	0.0982788
22837	COBLL1	6e-23	0.0452056
146894	CD300LG	2e-22	0.124394
4023	LPL	1e-21	0.161824
7158	TP53BP1	3e-21	0.134545
2590	GALNT2	3e-16	0.0375247
3083	HGFAC	3e-16	0.0379584
5340	PLG	6e-15	0.0686198
80790	CMIP	1e-14	0.0376969
57794	SUGP1	1e-13	0.0630062
6804	STX1A	5e-13	0.0749076
144347	RFLNA	6e-13	0.0330403
5819	NECTIN2	1e-12	0.0590579
4299	AFF1	2e-11	0.0306475
221037	JMJD1C	4e-11	0.029561
2186	BPTF	5e-11	0.0376438
3626	INHBC	1e-10	0.0336525
