Entrez	Gene Symbol	P-value	Beta
3676	ITGA4	5e-115	0.157
2322	FLT3	1e-43	0.4
597	BCL2A1	3e-27	0.076
9768	PCLAF	1.0000000000000001e-23	0.067
81671	VMP1	2e-20	0.127
1021	CDK6	9e-20	0.087
4140	MARK3	1e-19	0.062
51136	RNFT1	4e-19	0.127
4170	MCL1	5e-19	0.08
1950	EGF	5e-16	0.077
54535	CCHCR1	9e-15	0.06
53944	CSNK1G1	1e-13	0.051
25994	HIGD1A	1e-13	0.055
1053	CEBPE	4e-13	0.051
1902	LPAR1	4e-12	0.052
10320	IKZF1	5e-12	0.047
1232	CCR3	6e-11	0.058
7879	RAB7A	6e-11	0.044
84191	CIAO2A	9e-11	0.045
140688	NOL4L	1e-10	0.045
23248	RPRD2	2e-10	0.061
28992	MACROD1	2e-10	0.15
1615	DARS1	3e-10	0.134
3055	HCK	1e-09	0.042
