Entrez	Gene Symbol	P-value	Beta
1952	CELSR2	0.0	
348	APOE	0.0	
28	ABO	0.0	
4018	LPA	0.0	
64241	ABCG8	0.0	
53345	TM6SF2	0.0	
255738	PCSK9	0.0	
23460	ABCA6	3e-275	
8882	ZPR1	2e-155	
6484	ST3GAL4	2.0000000000000003e-124	
2646	GCKR	5e-114	
8701	DNAH11	1e-108	
2524	FUT2	7e-103	
350	APOH	2e-94	
10246	SLC17A2	1e-89	
26057	ANKRD17	3e-89	
3837	KPNB1	8.000000000000001e-88	
55219	MACO1	7e-82	
8289	ARID1A	2e-67	
57678	GPAM	4e-64	
10767	HBS1L	4e-64	
23648	SSBP3	3e-63	
90634	N4BP2L1	2e-62	
6311	ATXN2	6e-61	
84875	PARP10	6e-56	
8647	ABCB11	1e-55	
57523	NYNRIN	5.9999999999999996e-55	
79673	ZNF329	9.999999999999999e-55	
23301	EHBP1	4.9999999999999996e-54	
2621	GAS6	2.0000000000000003e-49	
54899	PXK	7e-48	
7297	TYK2	3e-45	
7436	VLDLR	2e-44	
29941	PKN3	2e-44	
85363	TRIM5	2e-43	
54918	CMTM6	2e-43	
3172	HNF4A	3e-41	
56895	AGPAT4	3e-41	
5265	SERPINA1	1e-40	
3083	HGFAC	4e-38	
55667	DENND4C	6e-38	
84310	C7orf50	6e-38	
144108	SPTY2D1	7e-38	
9489	PGS1	8e-37	
23317	DNAJC13	4e-36	
79823	CAMKMT	4.0000000000000006e-34	
23303	KIF13B	6e-33	
9516	LITAF	1.9999999999999998e-32	
130399	ACVR1C	3e-32	
64599	GIGYF1	1e-31	
151636	DTX3L	4e-31	
342908	ZNF404	5.0000000000000004e-29	
55706	NDC1	6e-29	
717	C2	6e-29	
1911	PHC1	1.9999999999999997e-28	
64771	ILRUN	5e-28	
57609	DIP2B	2e-27	
2039	DMTN	4e-27	
283358	B4GALNT3	4e-27	
170392	OIT3	9e-27	
3098	HK1	9.999999999999999e-27	
1284	COL4A2	1.9999999999999998e-26	
91748	MIDEAS	4.9999999999999996e-26	
2244	FGB	6e-26	
9388	LIPG	3e-25	
4547	MTTP	3e-25	
7064	THOP1	3e-24	
6938	TCF12	2.0000000000000002e-23	
55971	BAIAP2L1	5e-23	
63892	THADA	2e-22	
8416	ANXA9	3e-22	
64764	CREB3L2	8e-22	
9032	TM4SF5	8e-22	
84958	SYTL1	8e-22	
4987	OPRL1	1e-21	
54968	TMEM70	1e-21	
84292	WDR83	3e-21	
56261	GPCPD1	4e-21	
22899	ARHGEF15	5e-21	
9919	SEC16A	3e-20	
5190	PEX6	4e-20	
372	ARCN1	9e-20	
2217	FCGRT	2e-19	
2186	BPTF	3e-19	
