Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	7.81e-144
11321	GPN1	ENSG00000198522	2.43e-63
338	APOB	ENSG00000084674	8.539999999999999e-62
116519	APOA5	ENSG00000110243	1.79e-53
8882	ZPR1	ENSG00000109917	2.18e-50
53345	TM6SF2	ENSG00000213996	6.13e-49
84811	BUD13	ENSG00000137656	1.61e-48
51085	MLXIPL	ENSG00000009950	6.62e-42
4018	LPA	ENSG00000198670	1.1599999999999999e-41
8890	EIF2B4	ENSG00000115211	1.17e-38
9031	BAZ1B	ENSG00000009954	1.8899999999999998e-34
27329	ANGPTL3	ENSG00000132855	2.5600000000000004e-32
345	APOC3	ENSG00000110245	4.820000000000001e-31
9388	LIPG	ENSG00000101670	4.59e-30
348	APOE	ENSG00000130203	1.09e-28
8884	SLC5A6	ENSG00000138074	2.11e-24
337	APOA4	ENSG00000110244	4.27e-24
6580	SLC22A1	ENSG00000175003	3.43e-20
5049	PAFAH1B2	ENSG00000168092	4.58e-19
94039	ZNF101	ENSG00000181896	1.18e-17
55908	ANGPTL8	ENSG00000130173	3e-15
26762	HAVCR1	ENSG00000113249	1.28e-14
2524	FUT2	ENSG00000176920	6.42e-14
26291	FGF21	ENSG00000105550	2.5e-13
23387	SIK3	ENSG00000160584	2.84e-13
255738	PCSK9	ENSG00000169174	6.23e-13
284358	MAMSTR	ENSG00000176909	1.12e-12
51374	ATRAID	ENSG00000138085	1.69e-12
3990	LIPC	ENSG00000166035	6.26e-12
1109	AKR1C4	ENSG00000198610	5.91e-11
23173	METAP1	ENSG00000164024	1.18e-10
64838	FNDC4	ENSG00000115226	2.97e-10
10087	CERT1	ENSG00000113163	3.96e-10
51129	ANGPTL4	ENSG00000167772	9.17e-10
22837	COBLL1	ENSG00000082438	2.35e-09
84277	DNAJC30	ENSG00000176410	3.03e-09
728780	ANKDD1B	ENSG00000189045	5.37e-09
