Entrez	Gene Symbol	P-value	Beta
81027	TUBB1	0.0	1.46873
2815	GP9	7e-56	0.534629
81704	DOCK8	1e-55	0.20929
163259	DENND2C	5e-47	0.184736
5341	PLEK	2e-35	0.121861
3674	ITGA2B	8e-21	0.310872
342618	SLFN14	1e-20	0.193905
2811	GP1BA	2e-19	0.281101
345	APOC3	4e-19	0.176819
80301	PLEKHO2	1e-14	0.445889
8328	GFI1B	4e-13	0.12916
116519	APOA5	1e-12	0.44148
117143	TADA1	1e-12	0.338323
10788	IQGAP2	1e-11	0.0890049
79987	SVEP1	7e-11	0.16346
23199	GSE1	9e-11	0.0675467
159296	NKX2-3	5e-10	0.0651855
11200	CHEK2	6e-10	0.125902
4864	NPC1	7e-10	0.198625
375033	PEAR1	3e-09	0.155283
84168	ANTXR1	2e-08	0.704146
