Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3972
8882	ZPR1	6.000000000000001e-165	0.1553
53345	TM6SF2	9e-76	0.1439
4023	LPL	4e-55	0.0711
85440	DOCK7	1e-51	0.0631
64241	ABCG8	6e-38	0.1054
9785	DHX38	7.9999999999999985e-25	0.0502
29881	NPC1L1	8e-21	0.0503
126695	KDF1	9e-21	0.1197
8701	DNAH11	1e-19	0.044
19	ABCA1	7e-19	0.0416
51129	ANGPTL4	1e-17	0.1317
5265	SERPINA1	2e-15	0.121
23461	ABCA5	6e-15	0.1236
55219	MACO1	9e-15	0.0314
51085	MLXIPL	2e-14	0.0405
6484	ST3GAL4	7e-14	0.042
2621	GAS6	2e-12	0.0305
28983	TMPRSS11E	3e-12	0.0347
7227	TRPS1	1e-11	0.0298
675	BRCA2	1e-10	0.031
2590	GALNT2	1e-10	0.0271
85363	TRIM5	2e-10	0.0467
54520	CCDC93	3e-10	0.0492
22864	R3HDM2	1e-09	0.0283
