Entrez	Gene Symbol	P-value	Beta
79068	FTO	2e-310	0.060225
109	ADCY3	2e-90	0.03344
4160	MC4R	6e-69	0.10492
2696	GIPR	1e-58	0.03367
10658	CELF1	4e-53	0.02492
23211	ZC3H4	3e-51	0.025685
7021	TFAP2B	4.0000000000000005e-49	0.026718
2119	ETV5	1e-47	0.035515
64116	SLC39A8	4e-46	0.041619
115	ADCY9	3e-39	0.022658
9344	TAOK2	2e-38	0.022024
83873	GPR61	2e-38	0.063798
9369	NRXN3	5e-38	0.020736
100101267	POM121C	2e-37	0.02235
55705	IPO9	1e-36	0.023
29945	ANAPC4	4e-36	0.03116
84148	KAT8	1e-33	0.0201
131034	CPNE4	1e-31	0.021529
203238	CCDC171	1e-31	0.018792
84871	AGBL4	2e-31	0.01911
253559	CADM2	1.0000000000000001e-29	0.02298
286046	XKR6	9.999999999999999e-29	0.017866
65125	WNK1	1.9999999999999997e-28	0.022364
6249	CLIP1	1.9999999999999997e-28	0.02994
57521	RPTOR	5e-28	0.017688
57497	LRFN2	7e-28	0.02272
64839	FBXL17	8.000000000000001e-28	0.02511
23373	CRTC1	1e-27	0.022832
23705	CADM1	2e-27	0.0175
55024	BANK1	2e-27	0.019392
8028	MLLT10	9.999999999999999e-27	0.019794
8631	SKAP1	9.999999999999999e-27	0.035525
9866	TRIM66	1.9999999999999998e-26	0.0181
2272	FHIT	6e-25	0.01691
10207	PATJ	5e-24	0.03628
5922	RASA2	7.000000000000001e-24	0.033122
5649	RELN	7.000000000000001e-24	0.016533
22979	EFR3B	9e-24	0.02053
222663	SCUBE3	2.0000000000000002e-23	0.01721
374470	C12orf42	3e-23	0.01934
57578	UNC79	3e-23	0.02119
4238	MFAP3	4.0000000000000004e-23	0.01598
6934	TCF7L2	5e-23	0.01765
146760	RTN4RL1	5e-23	0.02196
90459	ERI1	9.000000000000001e-23	0.0204
9472	AKAP6	2e-22	0.01677
23294	ANKS1A	4e-22	0.024834
7187	TRAF3	4e-22	0.01734
54858	PGPEP1	2e-21	0.016995
23322	RPGRIP1L	3e-21	0.02082
55118	CRTAC1	5e-21	0.01606
7227	TRPS1	7e-21	0.02165
64901	RANBP17	9e-21	0.016996
3777	KCNK3	2e-20	0.01489
339479	BRINP3	5e-20	0.014845
5071	PRKN	5e-20	0.020994
51341	ZBTB7A	6e-20	0.023849
4010	LMX1B	6e-20	0.014695
54805	CNNM2	8e-20	0.027969
728661	SLC35E2B	1e-19	0.02151
124274	GPR139	2e-19	0.01814
4140	MARK3	2e-19	0.01516
23031	MAST3	2e-19	0.01545
204474	PDILT	3e-19	0.015347
16	AARS1	3e-19	0.01848
23047	PDS5B	4e-19	0.01494
3697	ITIH1	7e-19	0.01426
9378	NRXN1	8e-19	0.020814
5137	PDE1C	8e-19	0.0154
2646	GCKR	8e-19	0.01459
5915	RARB	9e-19	0.01432
54881	TEX10	1e-18	0.016
23112	TNRC6B	2e-18	0.015503
54796	BNC2	2e-18	0.024647
406	BMAL1	4e-18	0.015139
266722	HS6ST3	4e-18	0.0142
170506	DHX36	4e-18	0.01506
84186	ZCCHC7	5e-18	0.01512
2894	GRID1	5e-18	0.03171
55924	INKA2	1e-17	0.013761
51274	KLF3	1e-17	0.01498
6599	SMARCC1	1e-17	0.01792
79172	CENPO	1e-17	0.0198
55229	PANK4	2e-17	0.01547
3683	ITGAL	3e-17	0.01358
3096	HIVEP1	4e-17	0.01424
1848	DUSP6	4e-17	0.01488
9320	TRIP12	5e-17	0.015402
8545	CGGBP1	6e-17	0.021899
2322	FLT3	7e-17	0.0146
9863	MAGI2	8e-17	0.0146
85452	CFAP74	1e-16	0.01411
6514	SLC2A2	1e-16	0.01462
29951	PDZRN4	1e-16	0.013313
23312	DMXL2	1e-16	0.013317
26289	AK5	2e-16	0.01731
1373	CPS1	2e-16	0.01586
84894	LINGO1	2e-16	0.01595
5874	RAB27B	2e-16	0.01566
9745	ZNF536	3e-16	0.019439
9673	SLC25A44	3e-16	0.056194
23660	ZKSCAN5	3e-16	0.02245
137868	SGCZ	4e-16	0.014308
83851	SYT16	4e-16	0.01877
54681	P4HTM	4e-16	0.03275
116085	SLC22A12	4e-16	0.014565
5702	PSMC3	5e-16	0.01329
79600	TCTN1	5e-16	0.013642
23338	JADE2	6e-16	0.0132
80309	SPHKAP	7e-16	0.014586
1644	DDC	8e-16	0.012899
23293	SMG6	9e-16	0.01359
23635	SSBP2	9e-16	0.014798
8312	AXIN1	1e-15	0.013884
23499	MACF1	1e-15	0.020241
26575	RGS17	1e-15	0.01398
5587	PRKD1	1e-15	0.032657
55843	ARHGAP15	1e-15	0.018953
1788	DNMT3A	2e-15	0.019889
56899	ANKS1B	2e-15	0.014096
10231	RCAN2	2e-15	0.01349
23059	CLUAP1	2e-15	0.015115
2065	ERBB3	2e-15	0.016801
55823	VPS11	2e-15	0.013851
799	CALCR	2e-15	0.013031
2186	BPTF	2e-15	0.015696
404037	HAPLN4	4e-15	0.01731
9252	RPS6KA5	4e-15	0.01484
23301	EHBP1	5e-15	0.01253
23028	KDM1A	5e-15	0.01803
776	CACNA1D	5e-15	0.015426
55534	MAML3	6e-15	0.016728
10000	AKT3	8e-15	0.019257
596	BCL2	8e-15	0.01351
51301	GCNT4	8e-15	0.01354
387712	ENO4	1e-14	0.014707
9735	KNTC1	1e-14	0.01366
5142	PDE4B	1e-14	0.013122
4913	NTHL1	1e-14	0.0156
463	ZFHX3	1e-14	0.01262
5314	PKHD1	1e-14	0.01445
29942	PURG	2e-14	0.013105
221035	REEP3	2e-14	0.01231
3097	HIVEP2	2e-14	0.012977
10180	RBM6	2e-14	0.02341
54496	PRMT7	2e-14	0.01308
22877	MLXIP	3e-14	0.0122
7690	ZNF131	3e-14	0.013594
2632	GBE1	3e-14	0.013056
4978	OPCML	3e-14	0.013
83637	ZMIZ2	4e-14	0.012935
50863	NTM	4e-14	0.0159
22997	IGSF9B	4e-14	0.015376
65065	NBEAL1	6e-14	0.012316
57648	NHSL3	6e-14	0.01705
57142	RTN4	6e-14	0.016822
9486	CHST10	6e-14	0.016426
5930	RBBP6	7e-14	0.012702
120534	ARL14EP	7e-14	0.015056
153241	CEP120	7e-14	0.01216
23266	ADGRL2	7e-14	0.01346
9429	ABCG2	8e-14	0.018879
282973	JAKMIP3	9e-14	0.01282
127579	DCST2	1e-13	0.01326
1740	DLG2	1e-13	0.01265
6092	ROBO2	1e-13	0.01267
255928	SYT14	1e-13	0.01205
4215	MAP3K3	1e-13	0.01317
955	ENTPD6	2e-13	0.013177
5289	PIK3C3	2e-13	0.01275
5604	MAP2K1	2e-13	0.01485
2475	MTOR	2e-13	0.013128
27327	TNRC6A	2e-13	0.01412
1806	DPYD	3e-13	0.02166
8175	SF3A2	3e-13	0.032834
29855	UBN1	3e-13	0.012142
4482	MSRA	3e-13	0.014324
66005	CHID1	3e-13	0.01536
8428	STK24	4e-13	0.0138
84456	L3MBTL3	4e-13	0.01368
9961	MVP	4e-13	0.018223
54926	UBE2R2	4e-13	0.02023
8379	MAD1L1	5e-13	0.018114
283450	HECTD4	5e-13	0.01195
26040	SETBP1	5e-13	0.01276
