Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.137675
4023	LPL	4e-103	0.15127
8882	ZPR1	9e-76	0.115224
9415	FADS2	1e-74	0.0809729
9688	NUP93	9e-48	0.107156
51129	ANGPTL4	7e-47	0.218029
338	APOB	2.0000000000000003e-34	0.0639375
146894	CD300LG	5e-31	0.139784
51085	MLXIPL	7.0000000000000015e-31	0.0727243
9388	LIPG	1.0000000000000001e-23	0.185411
2590	GALNT2	1e-19	0.0395536
2646	GCKR	6e-19	0.0385717
949	SCARB1	4e-18	0.0385184
22837	COBLL1	4e-18	0.0377443
8567	MADD	9e-18	0.0445769
57678	GPAM	1e-17	0.0406038
158219	TTC39B	1e-16	0.0511443
80790	CMIP	2e-14	0.0352727
84870	RSPO3	3e-13	0.0311144
3931	LCAT	2e-12	0.0828017
19	ABCA1	2e-12	0.0338658
23387	SIK3	3e-12	0.149069
6854	SYN2	2e-11	0.11667
1071	CETP	2e-11	0.0898243
64757	MTARC1	4e-11	0.0306396
7227	TRPS1	1e-10	0.0280424
83729	INHBE	1e-10	0.0301365
7158	TP53BP1	2e-10	0.0892849
353116	RILPL1	3e-10	0.0465342
144347	RFLNA	3e-10	0.027871
220972	MARCHF8	8e-10	0.0305461
57572	DOCK6	1e-09	0.0486665
