Entrez	Gene Symbol	P-value	Beta
9415	FADS2	2.0000000000000005e-187	0.1202
8882	ZPR1	3e-61	0.0915
9388	LIPG	4e-48	0.2869
19	ABCA1	4e-40	0.0626
146894	CD300LG	7e-39	0.1591
51085	MLXIPL	5e-38	0.0766
51129	ANGPTL4	4e-37	0.1917
338	APOB	2e-27	0.0504
2590	GALNT2	6e-27	0.043
10062	NR1H3	9.999999999999999e-27	0.0442
949	SCARB1	6e-22	0.0413
57610	RANBP10	5e-20	0.0574
22837	COBLL1	1e-19	0.0369
57678	GPAM	1e-19	0.0407
57572	DOCK6	1e-18	0.0771
9103	FCGR2C	5e-18	0.0375
23495	TNFRSF13B	2e-17	0.0542
2646	GCKR	2e-17	0.0345
64757	MTARC1	3e-17	0.0365
10019	SH2B3	3e-16	0.0344
348	APOE	4e-16	0.0647
64116	SLC39A8	2e-14	0.0719
64241	ABCG8	3e-14	0.0346
7332	UBE2L3	3e-14	0.0366
255738	PCSK9	1e-13	0.1086
1374	CPT1A	1e-13	0.0553
158219	TTC39B	1e-13	0.0436
4018	LPA	1e-13	0.0519
84310	C7orf50	1e-12	0.0345
84870	RSPO3	3e-12	0.0653
23161	SNX13	4e-12	0.0289
221035	REEP3	4e-12	0.0279
1615	DARS1	5e-12	0.0309
220972	MARCHF8	7e-12	0.0314
54887	BLTP3A	1e-11	0.0414
83892	KCTD10	2e-11	0.0271
1810	DR1	2e-11	0.0332
7227	TRPS1	2e-11	0.0278
5468	PPARG	2e-11	0.1355
6484	ST3GAL4	9e-11	0.049
5879	RAC1	2e-10	0.0259
127	ADH4	2e-10	0.0286
5184	PEPD	4e-10	0.0252
