Entrez	Gene Symbol	P-value	Beta
6311	ATXN2	6e-115	0.4826
1185	CLCN6	9e-78	0.5274
79748	LMAN1L	1e-73	0.4125
5781	PTPN11	3e-67	0.3774
23316	CUX2	4e-58	0.3635
2242	FES	7e-58	0.3647
783	CACNB2	7.9999999999999985e-56	0.3679
64116	SLC39A8	5.999999999999999e-54	0.6382
57139	RGL3	4e-52	0.3557
490	ATP2B1	2.0000000000000003e-49	0.4153
2122	MECOM	6e-41	0.278
3643	INSR	1e-40	0.466
22978	NT5C2	6e-39	0.5093
8550	MAPKAPK5	1e-37	0.3509
4633	MYL2	2e-36	0.2881
55024	BANK1	5e-34	0.5402
7482	WNT2B	9.999999999999999e-33	0.4709
57480	PLEKHG1	3e-32	0.4786
7917	BAG6	3.9999999999999997e-32	0.2582
54986	ULK4	2e-31	0.3297
54897	CASZ1	7.0000000000000015e-31	0.2588
7369	UMOD	3e-30	0.3026
4046	LSP1	2.0000000000000002e-29	0.2475
6568	SLC17A1	6e-28	0.3512
5076	PAX2	1e-27	0.3597
4343	MOV10	1e-27	0.3001
8482	SEMA7A	2e-27	0.2275
22834	ZNF652	7e-27	0.2312
10806	SDCCAG8	1.9999999999999998e-26	0.2349
6499	SKIC2	1.9999999999999998e-26	0.2506
466	ATF1	8.999999999999998e-25	0.2181
55553	SOX6	3e-24	0.2633
81846	SBF2	2.0000000000000002e-23	0.2646
4134	MAP4	1e-22	0.2215
84316	NAA38	2e-22	0.3436
22895	RPH3A	2e-22	0.223
10801	SEPTIN9	3e-22	0.2347
255743	NPNT	3e-22	0.24
6494	SIPA1	1e-21	0.2485
23075	SWAP70	2e-21	0.1995
2201	FBN2	6e-21	0.198
1800	DPEP1	1e-20	0.2342
28	ABO	1e-20	0.2494
283450	HECTD4	6e-20	0.3927
5314	PKHD1	1e-19	0.1877
153241	CEP120	1e-19	0.1895
9351	NHERF2	4e-19	0.2078
51684	SUFU	1e-18	0.1836
4855	NOTCH4	4e-18	0.2531
4650	MYO9B	4e-18	0.2074
346171	ZFP57	6e-18	0.2225
144100	PLEKHA7	9e-18	0.1952
23236	PLCB1	1e-17	0.1852
253461	ZBTB38	1e-17	0.4287
285025	CCDC141	1e-17	0.3237
128710	SLX4IP	2e-17	0.1828
84108	PCGF6	2e-17	0.2379
121006	FAM186A	2e-17	0.5099
55023	PHIP	2e-17	0.1769
7323	UBE2D3	2e-17	0.1869
152273	FGD5	2e-17	0.1977
57580	PREX1	3e-17	0.2489
63976	PRDM16	3e-17	0.2605
6259	RYK	3e-17	0.1749
431705	ASTL	6e-17	0.1834
9531	BAG3	6e-17	0.2113
64641	EBF2	7e-17	0.1984
3659	IRF1	9e-17	0.1824
57609	DIP2B	2e-16	0.4356
2028	ENPEP	3e-16	0.2171
29855	UBN1	4e-16	0.1702
4836	NMT1	4e-16	0.1768
51312	SLC25A37	4e-16	0.1998
109	ADCY3	4e-16	0.1707
90637	ZFAND2A	5e-16	0.5285
6541	SLC7A1	5e-16	0.1973
898	CCNE1	1e-15	0.1714
1366	CLDN7	2e-15	0.1675
93166	PRDM6	2e-15	0.2377
50650	ARHGEF3	3e-15	0.1763
79628	SH3TC2	3e-15	0.203
57546	PDP2	3e-15	0.3918
11201	POLI	4e-15	0.1656
10335	IRAG1	6e-15	0.171
134359	POC5	6e-15	0.1673
6919	TCEA2	6e-15	0.1929
11077	HSF2BP	6e-15	0.1667
2778	GNAS	7e-15	0.2255
10198	MPHOSPH9	9e-15	0.2005
4482	MSRA	1e-14	0.1613
58489	ABHD17C	1e-14	0.1609
51422	PRKAG2	1e-14	0.1816
54805	CNNM2	4e-14	0.1708
81570	CLPB	4e-14	0.3034
7145	TNS1	5e-14	0.1596
56996	SLC12A9	6e-14	0.1562
51196	PLCE1	7e-14	0.1577
7024	TFCP2	7e-14	0.4994
9258	MFHAS1	1e-13	0.1564
84329	HVCN1	1e-13	0.4759
272	AMPD3	1e-13	0.1577
23269	MGA	1e-13	0.1607
4291	MLF1	1e-13	0.2071
221037	JMJD1C	1e-13	0.1561
8654	PDE5A	2e-13	0.1529
10919	EHMT2	2e-13	0.4462
7042	TGFB2	2e-13	0.1615
84133	ZNRF3	2e-13	0.1537
80790	CMIP	2e-13	0.1536
57223	PPP4R3B	2e-13	0.1559
26040	SETBP1	2e-13	0.1666
55365	TMEM176A	3e-13	0.1652
7871	SLMAP	3e-13	0.1642
221035	REEP3	3e-13	0.1509
23683	PRKD3	3e-13	0.1812
55105	GPATCH2	3e-13	0.1796
80331	DNAJC5	4e-13	0.1555
22808	MRAS	4e-13	0.2028
