Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.554
8854	ALDH1A2	5e-115	0.0926
9415	FADS2	7.999999999999998e-54	0.0635
64241	ABCG8	2.9999999999999998e-40	0.0603
23383	MAU2	1e-38	0.1066
85440	DOCK7	8.000000000000001e-23	0.0423
9785	DHX38	4e-22	0.0473
29881	NPC1L1	7e-20	0.0495
3482	IGF2R	2e-17	0.0658
126695	KDF1	2e-15	0.1018
55219	MACO1	4e-15	0.0319
350	APOH	1e-14	0.1073
6484	ST3GAL4	2e-14	0.0525
84310	C7orf50	6e-14	0.0421
144108	SPTY2D1	1e-13	0.0318
85363	TRIM5	1e-13	0.0543
19	ABCA1	2e-13	0.0342
5265	SERPINA1	3e-13	0.111
9388	LIPG	9e-13	0.142
675	BRCA2	2e-12	0.0337
7227	TRPS1	3e-12	0.0308
28983	TMPRSS11E	6e-12	0.0346
8882	ZPR1	6e-11	0.0369
1071	CETP	9e-11	0.0302
57523	NYNRIN	1e-10	0.0257
10444	ZER1	3e-10	0.04
84875	PARP10	8e-10	0.0263
8647	ABCB11	1e-09	0.025
64757	MTARC1	2e-09	0.0265
