Entrez	Gene Symbol	P-value	Beta
4092	SMAD7	5e-78	0.1519
3911	LAMA5	2e-35	0.1364
652	BMP4	2.0000000000000002e-23	0.0857
26585	GREM1	3e-20	0.0877
10714	POLD3	6e-19	0.0713
85415	RHPN2	8e-19	0.1449
8667	EIF3H	8e-19	0.1823
466	ATF1	1e-18	0.0731
57580	PREX1	3e-18	0.0737
3915	LAMC1	5e-16	0.0667
25953	PNKD	5e-16	0.0679
25884	CHRDL2	2e-15	0.1867
143187	VTI1A	2e-15	0.1052
57609	DIP2B	6e-15	0.0673
9415	FADS2	4e-14	0.0628
285761	DCBLD1	2e-13	0.0617
217	ALDH2	2e-13	0.1468
894	CCND2	2e-13	0.1072
653	BMP5	6e-13	0.0741
283471	TMPRSS12	6e-13	0.0621
3633	INPP5B	8e-13	0.058
23316	CUX2	1e-12	0.1467
6934	TCF7L2	1e-12	0.0772
140893	RBBP8NL	2e-12	0.0743
121006	FAM186A	2e-12	0.0606
4093	SMAD9	5e-12	0.0725
55001	TTC22	7e-12	0.0844
91653	BOC	7e-12	0.1623
5450	POU2AF1	8e-12	0.0608
64359	NXN	1e-11	0.0561
2289	FKBP5	9e-11	0.0964
84969	TOX2	1e-10	0.0586
29974	A1CF	1e-10	0.0596
89122	TRIM4	2e-10	0.0541
55200	PLEKHG6	2e-10	0.0534
53354	PANK1	3e-10	0.0686
688	KLF5	4e-10	0.0537
23314	SATB2	4e-10	0.0606
54926	UBE2R2	4e-10	0.0585
4091	SMAD6	4e-10	0.0631
55107	ANO1	7e-10	0.0512
64759	TNS3	8e-10	0.0547
6578	SLCO2A1	1e-09	0.0743
56999	ADAMTS9	1e-09	0.0489
4088	SMAD3	2e-09	0.054
84987	COX14	3e-09	0.0521
9585	KIF20B	3e-09	0.0635
987	LRBA	4e-09	0.047
51474	LIMA1	5e-09	0.063
163747	CIMAP2	6e-09	0.0832
650	BMP2	9e-09	0.0474
7535	ZAP70	2e-08	0.0531
10109	ARPC2	2e-08	0.0641
140876	RIPOR3	2e-08	0.0719
53942	CNTN5	2e-08	0.2957
23505	TMEM131	2e-08	0.053
120376	POU2AF3	3e-08	0.0461
4938	OAS1	3e-08	0.1291
92558	BICDL1	4e-08	0.056
