Entrez	Gene Symbol	P-value	Beta
6311	ATXN2	5e-201	
51274	KLF3	5e-55	
7726	TRIM26	9e-50	
246	ALOX15	2.0000000000000003e-49	
861	RUNX1	3e-46	
60468	BACH2	1e-43	
1178	CLC	1e-40	
728294	D2HGDH	4e-37	
23274	CLEC16A	6e-35	
1021	CDK6	7.999999999999999e-30	
10581	IFITM2	5.0000000000000004e-29	
3107	HLA-C	4e-27	
596	BCL2	1.9999999999999998e-26	
283450	HECTD4	7.999999999999999e-26	
54518	APBB1IP	6e-25	
57511	COG6	9e-24	
23135	KDM6B	3e-23	
8061	FOSL1	4.0000000000000004e-23	
2029	ENSA	7e-22	
5468	PPARG	2e-21	
3568	IL5RA	2e-21	
578	BAK1	6e-21	
23316	CUX2	1e-20	
6911	TBX6	1e-20	
3716	JAK1	1e-19	
10410	IFITM3	1e-19	
6369	CCL24	1e-19	
158358	BRD10	2e-19	
3566	IL4R	2e-19	
284110	GSDMA	5e-19	
2720	GLB1	3e-18	
8427	ZNF282	5e-18	
8794	TNFRSF10C	1e-17	
51676	ASB2	2e-17	
3119	HLA-DQB1	1e-16	
22807	IKZF2	2e-16	
3567	IL5	2e-16	
7741	ZSCAN26	2e-16	
1902	LPAR1	3e-16	
3554	IL1R1	4e-16	
337867	UBAC2	4e-16	
100507679	MUC22	7e-16	
5788	PTPRC	1e-15	
10767	HBS1L	2e-15	
57501	CFAP92	2e-15	
8807	IL18RAP	4e-15	
4088	SMAD3	7e-15	
55636	CHD7	1e-14	
161882	ZFPM1	2e-14	
9844	ELMO1	2e-14	
3635	INPP5D	3e-14	
5728	PTEN	4e-14	
116028	RMI2	4e-14	
79956	ERMP1	5e-14	
5293	PIK3CD	4e-13	
3111	HLA-DOA	4e-13	
23526	ARHGAP45	5e-13	
6778	STAT6	8e-13	
2731	GLDC	1e-12	
79890	RIN3	1e-12	
134430	WDR36	2e-12	
59269	HIVEP3	3e-12	
2186	BPTF	6e-12	
1029	CDKN2A	1e-11	
55809	TRERF1	2e-11	
146206	CARMIL2	3e-11	
57414	RHBDD2	4e-11	
2550	GABBR1	1e-10	
597	BCL2A1	3e-10	
375686	SPATC1	6e-10	
64135	IFIH1	7e-10	
56952	PRTFDC1	7e-10	
1439	CSF2RB	8e-10	
10394	PRG3	2e-09	
55770	EXOC2	2e-09	
84969	TOX2	2e-09	
4790	NFKB1	3e-09	
64682	ANAPC1	4e-09	
6387	CXCL12	4e-09	
864	RUNX3	5e-09	
389015	SLC9A4	7e-09	
81492	RSPH6A	9e-09	
5452	POU2F2	2e-08	
124540	MSI2	3e-08	
2687	GGT5	5e-08	
