Entrez	Gene Symbol	Ensembl ID	P-value
54658	UGT1A1	ENSG00000241635	1.27e-76
54578	UGT1A6	ENSG00000167165	1.61e-48
54600	UGT1A9	ENSG00000241119	2.51e-46
54575	UGT1A10	ENSG00000242515	4.99e-37
28234	SLCO1B3	ENSG00000111700	7.840000000000001e-33
54576	UGT1A8	ENSG00000242366	1.68e-30
54577	UGT1A7	ENSG00000244122	5.88e-28
54657	UGT1A4	ENSG00000244474	6.7e-27
54659	UGT1A3	ENSG00000288702	1.53e-22
54579	UGT1A5	ENSG00000288705	3.63e-21
6521	SLC4A1	ENSG00000004939	6.91e-20
10599	SLCO1B1	ENSG00000134538	1.08e-17
339766	MROH2A	ENSG00000185038	7.53e-11
286410	ATP11C	ENSG00000101974	1.35e-09
6708	SPTA1	ENSG00000163554	2.68e-09
147837	ZNF563	ENSG00000188868	4.45e-09
