Entrez	Gene Symbol	Ensembl ID	P-value
345	APOC3	ENSG00000110245	8.84e-162
4023	LPL	ENSG00000175445	5.07e-150
338	APOB	ENSG00000084674	5.01e-99
116519	APOA5	ENSG00000110243	4.48e-94
11183	MAP4K5	ENSG00000012983	5.13e-92
1071	CETP	ENSG00000087237	2.07e-82
84811	BUD13	ENSG00000137656	4.66e-80
4018	LPA	ENSG00000198670	4.47e-61
51085	MLXIPL	ENSG00000009950	1.43e-57
9031	BAZ1B	ENSG00000009954	2.43e-49
348	APOE	ENSG00000130203	1.26e-48
84226	C2orf16	ENSG00000221843	7.54e-45
51129	ANGPTL4	ENSG00000167772	1.71e-44
11321	GPN1	ENSG00000198522	1.28e-41
1463	NCAN	ENSG00000130287	1.51e-41
337	APOA4	ENSG00000110244	5.01e-32
6580	SLC22A1	ENSG00000175003	1.12e-31
8890	EIF2B4	ENSG00000115211	3.1300000000000003e-26
26160	IFT172	ENSG00000138002	1.98e-24
27329	ANGPTL3	ENSG00000132855	5.44e-24
22837	COBLL1	ENSG00000082438	4.100000000000001e-21
255738	PCSK9	ENSG00000169174	2.22e-20
26762	HAVCR1	ENSG00000113249	3.48e-19
94039	ZNF101	ENSG00000181896	3.26e-18
146894	CD300LG	ENSG00000161649	4.06e-18
57159	TRIM54	ENSG00000138100	2.47e-17
23173	METAP1	ENSG00000164024	2.75e-16
8884	SLC5A6	ENSG00000138074	5.08e-16
5140	PDE3B	ENSG00000152270	3.14e-14
256006	ANKRD31	ENSG00000145700	2.12e-13
80212	CCDC92	ENSG00000275035	3.95e-12
84277	DNAJC30	ENSG00000176410	1.56e-11
113201	GOLM2	ENSG00000166734	1.39e-10
3626	INHBC	ENSG00000175189	4.7e-10
94137	RP1L1	ENSG00000183638	4.82e-10
196385	DNAH10	ENSG00000281935	1.17e-09
728780	ANKDD1B	ENSG00000189045	2.23e-09
221037	JMJD1C	ENSG00000171988	7.14e-09
10087	CERT1	ENSG00000113163	8.65e-09
5340	PLG	ENSG00000122194	9.29e-09
