Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	2e-281	0.146329
85440	DOCK7	5e-74	0.0736931
2646	GCKR	9e-60	0.0645994
57794	SUGP1	1e-33	0.0887314
9388	LIPG	4e-33	0.492629
19	ABCA1	1e-27	0.0479497
3990	LIPC	1e-22	0.432836
746	TMEM258	6e-21	0.0380768
3172	HNF4A	4e-17	0.0954274
10658	CELF1	2e-16	0.0333767
57678	GPAM	3e-16	0.0352837
51426	POLK	1e-15	0.0320198
3106	HLA-B	1e-15	0.0325161
6927	HNF1A	2e-15	0.0320021
949	SCARB1	4e-15	0.0307458
146894	CD300LG	7e-15	0.086474
4018	LPA	2e-14	0.122482
64757	MTARC1	6e-14	0.0318852
255738	PCSK9	1e-13	0.109707
7332	UBE2L3	2e-13	0.0372527
28983	TMPRSS11E	3e-13	0.0330627
283446	MYO1H	7e-13	0.0278082
84310	C7orf50	1e-12	0.0331305
220972	MARCHF8	1e-12	0.0329915
158219	TTC39B	6e-12	0.031055
64116	SLC39A8	2e-11	0.0498448
2524	FUT2	2e-11	0.0261296
5467	PPARD	4e-11	0.0419222
1952	CELSR2	7e-11	0.0307388
2590	GALNT2	7e-11	0.0290803
6311	ATXN2	3e-10	0.024447
7227	TRPS1	6e-10	0.0244069
55616	ASAP3	1e-09	0.0357381
55959	SULF2	2e-09	0.0270819
3931	LCAT	3e-09	0.0637435
51085	MLXIPL	4e-09	0.0256979
23387	SIK3	5e-09	0.0491905
8647	ABCB11	1e-08	0.0222426
1508	CTSB	2e-08	0.0241477
