Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.4718
255738	PCSK9	8.000000000000001e-159	0.3918
3949	LDLR	2e-157	0.1726
8854	ALDH1A2	7e-91	0.0821
9415	FADS2	7e-78	0.0769
85440	DOCK7	1e-44	0.0583
23383	MAU2	4.999999999999999e-44	0.1153
9388	LIPG	2e-35	0.2454
64241	ABCG8	3e-34	0.0552
19	ABCA1	2.0000000000000002e-29	0.0523
2646	GCKR	5e-25	0.043
8701	DNAH11	3e-19	0.0433
3172	HNF4A	3e-17	0.096
28983	TMPRSS11E	6e-17	0.0422
23460	ABCA6	6e-17	0.1424
29881	NPC1L1	4e-16	0.0441
5468	PPARG	5e-15	0.0319
5265	SERPINA1	2e-14	0.1161
55219	MACO1	3e-14	0.0307
144108	SPTY2D1	4e-14	0.0325
64757	MTARC1	1e-13	0.0328
3482	IGF2R	2e-13	0.057
57678	GPAM	2e-13	0.0329
7227	TRPS1	8e-13	0.0315
84310	C7orf50	8e-13	0.0402
3837	KPNB1	3e-11	0.0268
126695	KDF1	2e-10	0.0815
675	BRCA2	5e-10	0.03
8647	ABCB11	5e-10	0.0256
2444	FRK	7e-10	0.0255
6484	ST3GAL4	1e-09	0.0342
85363	TRIM5	1e-09	0.0446
9489	PGS1	1e-09	0.0243
