Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	0.0	0.241
2646	GCKR	4e-149	0.1086
53345	TM6SF2	2.9999999999999995e-70	0.1394
85440	DOCK7	8e-57	0.0666
146894	CD300LG	8.000000000000001e-39	0.1543
2590	GALNT2	1.9999999999999997e-28	0.0456
3107	HLA-C	4e-21	0.0426
22837	COBLL1	3e-20	0.0389
6597	SMARCA4	1e-16	0.0538
221035	REEP3	1e-15	0.0315
4299	AFF1	4e-15	0.0311
8567	MADD	2e-13	0.0307
286046	XKR6	2e-12	0.0438
84870	RSPO3	3e-12	0.0639
84243	ZDHHC18	6e-12	0.0882
201625	DNAH12	2e-11	0.0287
5184	PEPD	3e-11	0.028
196	AHR	4e-11	0.0273
54622	ARL15	7e-11	0.027
144347	RFLNA	5e-10	0.028
64241	ABCG8	1e-09	0.0493
