Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.465861
4059	BCAM	1e-200	0.410166
8882	ZPR1	1e-200	0.218795
4023	LPL	2e-143	0.194342
4018	LPA	4e-107	0.186254
8854	ALDH1A2	5.0000000000000005e-99	0.10199
2646	GCKR	2e-74	0.0857357
85440	DOCK7	1e-67	0.0836016
51085	MLXIPL	9e-65	0.114211
9415	FADS2	6e-63	0.0803986
51129	ANGPTL4	5.0000000000000004e-45	0.231199
146894	CD300LG	5e-18	0.113126
22837	COBLL1	6e-18	0.0405893
1952	CELSR2	3e-17	0.0466475
5340	PLG	1e-15	0.0724604
4299	AFF1	8e-15	0.0363561
221037	JMJD1C	1e-14	0.0353028
7772	ZNF229	2e-11	0.0376272
2590	GALNT2	1e-10	0.0302241
