Entrez	Gene Symbol	Ensembl ID	P-value
83700	JAM3	ENSG00000166086	2.19e-05
4544	MTNR1B	ENSG00000134640	2.41e-05
958	CD40	ENSG00000101017	2.47e-05
9723	SEMA3E	ENSG00000170381	3.26e-05
7874	USP7	ENSG00000187555	3.49e-05
392309	OR13J1	ENSG00000168828	4.22e-05
27143	PALD1	ENSG00000107719	5.22e-05
182	JAG1	ENSG00000101384	5.51e-05
84734	FAM167B	ENSG00000183615	5.58e-05
5727	PTCH1	ENSG00000185920	5.59e-05
6938	TCF12	ENSG00000140262	5.65e-05
64135	IFIH1	ENSG00000115267	5.91e-05
91544	UBXN11	ENSG00000158062	6.79e-05
80896	NPL	ENSG00000135838	7.05e-05
285533	RNF175	ENSG00000145428	7.6e-05
10094	ARPC3	ENSG00000111229	8.25e-05
7789	ZXDA	ENSG00000198205	8.26e-05
1615	DARS1	ENSG00000115866	8.66e-05
345275	HSD17B13	ENSG00000170509	9e-05
