Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.158559
5360	PLTP	1e-200	0.15475
8882	ZPR1	3e-56	0.0982394
51129	ANGPTL4	2e-40	0.200546
338	APOB	4e-35	0.0642534
146894	CD300LG	5.0000000000000004e-29	0.133949
51085	MLXIPL	1.9999999999999997e-28	0.0692964
9688	NUP93	5e-27	0.0458454
9388	LIPG	6e-27	0.197947
949	SCARB1	7.9999999999999985e-25	0.0470689
57678	GPAM	2e-19	0.042672
2590	GALNT2	2e-19	0.0389445
158219	TTC39B	8e-17	0.0510442
4023	LPL	1e-16	0.132538
84166	NLRC5	1e-16	0.0380727
8567	MADD	3e-16	0.0421772
22837	COBLL1	1e-15	0.0344187
57727	NCOA5	4e-15	0.0331682
2646	GCKR	3e-13	0.0314323
64757	MTARC1	1e-12	0.0326951
80790	CMIP	1e-12	0.0324579
19	ABCA1	2e-12	0.0338415
84870	RSPO3	1e-11	0.0287994
7227	TRPS1	5e-11	0.0285053
5468	PPARG	6e-11	0.135235
3931	LCAT	1e-10	0.0752049
57572	DOCK6	2e-10	0.0505585
83729	INHBE	4e-10	0.0291448
220972	MARCHF8	6e-10	0.0305569
353116	RILPL1	7e-10	0.0452249
144347	RFLNA	7e-10	0.0271515
55959	SULF2	9e-10	0.0319557
283446	MYO1H	1e-09	0.0256689
