Entrez	Gene Symbol	P-value	Beta
2646	GCKR	1e-95	0.0464
3083	HGFAC	2e-67	0.0393
135228	CD109	5e-63	0.0393
2767	GNA11	1.9999999999999998e-54	0.0427
81562	LMAN2L	3e-51	0.0382
57605	PITPNM2	1e-44	0.1113
5265	SERPINA1	2e-44	0.1231
64116	SLC39A8	5e-42	0.064
6484	ST3GAL4	9e-38	0.0611
284546	C1orf185	2e-37	0.1021
2217	FCGRT	6e-37	0.1681
6446	SGK1	2e-36	0.0295
2990	GUSB	4e-35	0.0325
84909	AOPEP	2.0000000000000003e-34	0.0514
54502	RBM47	2.0000000000000003e-34	0.0361
2776	GNAQ	2e-33	0.0283
57157	PHTF2	5e-30	0.0262
54852	PAQR5	5.0000000000000004e-29	0.0254
55970	GNG12	5.0000000000000004e-29	0.0796
3241	HPCAL1	7.000000000000001e-29	0.311
463	ZFHX3	3e-28	0.0266
23460	ABCA6	4e-27	0.0894
9424	KCNK6	3e-23	0.0912
4676	NAP1L4	8.000000000000001e-23	0.0267
8395	PIP5K1B	1e-21	0.0212
84888	SPPL2A	2e-21	0.025
5468	PPARG	3e-21	0.0346
5899	RALB	4e-21	0.0221
154214	RNF217	5e-20	0.0216
123036	TC2N	8e-20	0.0274
1520	CTSS	1e-19	0.0248
118461	C10orf71	1e-19	0.0288
3708	ITPR1	7e-19	0.0222
55532	SLC30A10	1e-18	0.02
23338	JADE2	1e-18	0.0233
54847	SIDT1	2e-18	0.0206
213	ALB	4e-18	0.3941
84456	L3MBTL3	6e-18	0.021
10636	RGS14	7e-18	0.02
5577	PRKAR2B	2e-17	0.0215
57178	ZMIZ1	4e-17	0.0188
140803	TRPM6	1e-16	0.0382
23682	RAB38	2e-16	0.0186
55616	ASAP3	2e-16	0.0192
5119	CHMP1A	4e-16	0.0213
9855	FARP2	3e-15	0.0205
2041	EPHA1	5e-15	0.044
256714	MAP7D2	5e-15	0.0206
1021	CDK6	7e-15	0.0216
1827	RCAN1	1e-14	0.0181
867	CBL	2e-14	0.0287
79841	AGBL2	3e-14	0.0201
54790	TET2	3e-14	0.0173
729920	CRPPA	4e-14	0.0192
1761	DMRT1	5e-14	0.0196
80790	CMIP	6e-14	0.0173
2260	FGFR1	7e-14	0.019
1788	DNMT3A	7e-14	0.0169
6720	SREBF1	1e-13	0.0181
56261	GPCPD1	2e-13	0.056
9047	SH2D2A	5e-13	0.0203
27247	NFU1	5e-13	0.016
23383	MAU2	5e-13	0.0349
23102	TBC1D2B	6e-13	0.0205
50650	ARHGEF3	7e-13	0.016
284111	SLC13A5	2e-12	0.0262
79370	BCL2L14	2e-12	0.0318
9247	GCM2	2e-12	0.2694
5184	PEPD	4e-12	0.0169
22818	COPZ1	5e-12	0.018
10019	SH2B3	7e-12	0.0972
2444	FRK	8e-12	0.0182
3707	ITPKB	8e-12	0.0173
8836	GGH	1e-11	0.0183
23499	MACF1	1e-11	0.0186
6711	SPTBN1	2e-11	0.0209
22837	COBLL1	3e-11	0.0162
54842	MFSD6	3e-11	0.0147
368	ABCC6	4e-11	0.0501
54877	ZCCHC2	7e-11	0.0179
3798	KIF5A	7e-11	0.0162
64430	PCNX4	7e-11	0.0192
56920	SEMA3G	1e-10	0.0144
5339	PLEC	1e-10	0.015
2678	GGT1	2e-10	0.0168
10413	YAP1	2e-10	0.0143
5592	PRKG1	2e-10	0.0194
57523	NYNRIN	2e-10	0.0156
3146	HMGB1	2e-10	0.0167
11143	KAT7	2e-10	0.0165
84795	PYROXD2	3e-10	0.0258
254102	EHBP1L1	4e-10	0.0171
9848	MFAP3L	5e-10	0.0356
79664	ICE2	5e-10	0.0164
9846	GAB2	6e-10	0.0185
57620	STIM2	7e-10	0.0148
3251	HPRT1	1e-09	0.0157
84066	TEX35	1e-09	0.0159
146754	DNAH2	2e-09	0.016
2863	GPR39	2e-09	0.0169
57680	CHD8	3e-09	0.0228
550631	CCDC157	4e-09	0.0147
728637	MEIKIN	4e-09	0.0214
27115	PDE7B	5e-09	0.0172
1145	CHRNE	6e-09	0.0445
5906	RAP1A	7e-09	0.0195
84969	TOX2	7e-09	0.0133
23054	NCOA6	9e-09	0.0185
10257	ABCC4	1e-08	0.0135
157769	FAM91A1	1e-08	0.0136
254251	LCORL	1e-08	0.0214
11072	DUSP14	1e-08	0.0148
54954	FAM120C	1e-08	0.0197
374986	MIGA1	1e-08	0.0266
27044	SND1	2e-08	0.0133
6239	RREB1	2e-08	0.0128
6786	STIM1	2e-08	0.0369
6558	SLC12A2	2e-08	0.0141
28	ABO	2e-08	0.0142
25849	PARM1	2e-08	0.0261
26986	PABPC1	2e-08	0.0163
55353	LAPTM4B	3e-08	0.0123
94121	SYTL4	3e-08	0.0327
1373	CPS1	3e-08	0.0138
51085	MLXIPL	4e-08	0.0143
3758	KCNJ1	4e-08	0.0163
257202	GPX6	4e-08	0.0191
9545	RAB3D	4e-08	0.0789
