Entrez	Gene Symbol	Ensembl ID	P-value
3949	LDLR	ENSG00000130164	3.96e-08
374860	ANKRD30B	ENSG00000180777	3.77e-06
23172	ABRAXAS2	ENSG00000165660	4.85e-06
317749	DHRS4L2	ENSG00000187630	1.86e-05
4774	NFIA	ENSG00000162599	2.55e-05
23355	VPS8	ENSG00000156931	2.84e-05
79365	BHLHE41	ENSG00000123095	2.97e-05
6556	SLC11A1	ENSG00000018280	4.13e-05
375775	PNPLA7	ENSG00000130653	5.59e-05
10572	SIVA1	ENSG00000184990	6.42e-05
9244	CRLF1	ENSG00000006016	6.9e-05
7278	TUBA3C	ENSG00000198033	7.12e-05
2195	FAT1	ENSG00000083857	7.9e-05
219958	OR1S2	ENSG00000197887	7.98e-05
30812	SOX8	ENSG00000005513	8.13e-05
9510	ADAMTS1	ENSG00000154734	8.33e-05
238	ALK	ENSG00000171094	8.4e-05
269	AMHR2	ENSG00000135409	8.43e-05
79822	ARHGAP28	ENSG00000088756	8.92e-05
