Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	7.25e-115
4023	LPL	ENSG00000175445	8.24e-83
345	APOC3	ENSG00000110245	4.4199999999999995e-68
348	APOE	ENSG00000130203	1.81e-55
84226	C2orf16	ENSG00000221843	4.93e-49
11321	GPN1	ENSG00000198522	6.310000000000001e-47
51085	MLXIPL	ENSG00000009950	8.96e-41
4018	LPA	ENSG00000198670	2.59e-38
116519	APOA5	ENSG00000110243	9.15e-36
8882	ZPR1	ENSG00000109917	1.31e-34
8890	EIF2B4	ENSG00000115211	1.95e-32
84811	BUD13	ENSG00000137656	2.78e-32
26160	IFT172	ENSG00000138002	1.67e-30
9031	BAZ1B	ENSG00000009954	3.7800000000000003e-29
51129	ANGPTL4	ENSG00000167772	7.82e-29
57159	TRIM54	ENSG00000138100	9.49e-24
8884	SLC5A6	ENSG00000138074	1.85e-20
5049	PAFAH1B2	ENSG00000168092	8.43e-18
1374	CPT1A	ENSG00000110090	1.84e-17
337	APOA4	ENSG00000110244	4.07e-17
6580	SLC22A1	ENSG00000175003	7.67e-17
221037	JMJD1C	ENSG00000171988	1.03e-16
338	APOB	ENSG00000084674	3.22e-16
26291	FGF21	ENSG00000105550	7.52e-15
23173	METAP1	ENSG00000164024	3.68e-14
5866	RAB3IL1	ENSG00000167994	4.61e-13
22837	COBLL1	ENSG00000082438	5.48e-13
146894	CD300LG	ENSG00000161649	1.51e-12
51374	ATRAID	ENSG00000138085	4.67e-11
5140	PDE3B	ENSG00000152270	5.1e-11
284358	MAMSTR	ENSG00000176909	4.63e-10
1071	CETP	ENSG00000087237	1.35e-09
84277	DNAJC30	ENSG00000176410	2.12e-09
30837	SOCS7	ENSG00000274229	2.74e-09
2524	FUT2	ENSG00000176920	2.91e-09
113201	GOLM2	ENSG00000166734	4.02e-09
23218	NBEAL2	ENSG00000160796	5.52e-09
94137	RP1L1	ENSG00000183638	7.9e-09
