Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	0.0	0.2426
2646	GCKR	8e-154	0.1102
53345	TM6SF2	7e-67	0.1359
4018	LPA	5e-59	0.1379
146894	CD300LG	1e-36	0.1496
2590	GALNT2	6e-26	0.0434
3107	HLA-C	1e-21	0.043
22837	COBLL1	2e-19	0.038
4299	AFF1	3e-16	0.0324
6597	SMARCA4	3e-16	0.0531
221035	REEP3	1e-15	0.0313
8567	MADD	8e-13	0.0298
286046	XKR6	2e-12	0.0435
126695	KDF1	3e-12	0.09
201625	DNAH12	1e-11	0.0289
84870	RSPO3	1e-11	0.0618
196	AHR	2e-11	0.0277
5184	PEPD	2e-11	0.0282
5360	PLTP	1e-10	0.0302
54622	ARL15	2e-10	0.0265
144347	RFLNA	4e-10	0.0281
64241	ABCG8	1e-09	0.049
