Entrez	Gene Symbol	P-value	Beta
348	APOE	5e-143	0.2025
9388	LIPG	9e-78	0.3695
85440	DOCK7	6e-77	0.0775
9415	FADS2	1e-57	0.0659
19	ABCA1	4e-35	0.059
53345	TM6SF2	8.000000000000001e-34	0.095
28983	TMPRSS11E	3e-19	0.0447
10019	SH2B3	2e-18	0.0371
2590	GALNT2	2e-16	0.0456
7629	ZNF76	3e-16	0.0435
84310	C7orf50	9e-16	0.0447
6927	HNF1A	2e-15	0.0329
64241	ABCG8	3e-15	0.0645
64757	MTARC1	5e-15	0.0345
57678	GPAM	7e-15	0.035
146894	CD300LG	1e-14	0.094
3172	HNF4A	5e-14	0.0857
8701	DNAH11	5e-12	0.0333
220972	MARCHF8	3e-11	0.0304
23119	HIC2	5e-11	0.0281
9103	FCGR2C	1e-10	0.0276
388323	GLTPD2	2e-10	0.1195
84959	UBASH3B	9e-10	0.0279
8647	ABCB11	1e-09	0.0256
