Entrez	Gene Symbol	P-value	Beta
348	APOE	1e-200	0.34593
746	TMEM258	8e-121	0.115338
8882	ZPR1	3e-100	0.147978
51085	MLXIPL	3.9999999999999995e-54	0.108711
255738	PCSK9	1e-51	0.273122
1952	CELSR2	4e-47	0.0818507
8854	ALDH1A2	9e-43	0.0662652
2646	GCKR	5.999999999999999e-42	0.0655072
4023	LPL	4.0000000000000003e-29	0.0875782
85440	DOCK7	3e-27	0.053526
4018	LPA	3e-24	0.0885717
338	APOB	3e-22	0.0484549
28	ABO	7e-20	0.0558271
23460	ABCA6	1e-19	0.144196
7158	TP53BP1	9e-19	0.137571
23042	PDXDC1	9e-17	0.048986
64241	ABCG8	2e-13	0.0370832
3949	LDLR	4e-10	0.030184
3117	HLA-DQA1	8e-10	0.0404873
5340	PLG	1e-09	0.056476
