Entrez	Gene Symbol	Ensembl ID	P-value
286144	TRIQK	ENSG00000205133	6.01e-07
6885	MAP3K7	ENSG00000135341	9.22e-07
85313	PPIL4	ENSG00000131013	2.03e-06
1432	MAPK14	ENSG00000112062	6.95e-06
10519	CIB1	ENSG00000185043	7.03e-06
64210	MMS19	ENSG00000155229	8.71e-06
131873	COL6A6	ENSG00000206384	1.33e-05
4648	MYO7B	ENSG00000169994	2.3e-05
7275	TUB	ENSG00000166402	2.55e-05
51324	SPG21	ENSG00000090487	2.72e-05
168433	RNF133	ENSG00000188050	3.14e-05
51320	MEX3C	ENSG00000176624	4.13e-05
387748	OR56B1	ENSG00000181023	4.93e-05
2328	FMO3	ENSG00000007933	6.03e-05
201294	UNC13D	ENSG00000092929	7.26e-05
5829	PXN	ENSG00000089159	7.27e-05
11098	PRSS23	ENSG00000150687	7.48e-05
3565	IL4	ENSG00000113520	7.59e-05
399823	FOXI2	ENSG00000186766	7.89e-05
268	AMH	ENSG00000104899	7.92e-05
7412	VCAM1	ENSG00000162692	9.13e-05
338785	KRT79	ENSG00000185640	9.25e-05
