Entrez	Gene Symbol	Ensembl ID	P-value
345	APOC3	ENSG00000110245	9.6e-170
4023	LPL	ENSG00000175445	6.47e-167
11183	MAP4K5	ENSG00000012983	1.03e-113
116519	APOA5	ENSG00000110243	2.74e-105
8882	ZPR1	ENSG00000109917	3.46e-101
338	APOB	ENSG00000084674	1.85e-93
84811	BUD13	ENSG00000137656	5.639999999999999e-90
51085	MLXIPL	ENSG00000009950	6.25e-81
9031	BAZ1B	ENSG00000009954	1.36e-69
4018	LPA	ENSG00000198670	1.63e-69
84226	C2orf16	ENSG00000221843	7.720000000000001e-56
11321	GPN1	ENSG00000198522	1.16e-52
51129	ANGPTL4	ENSG00000167772	2.77e-50
5049	PAFAH1B2	ENSG00000168092	1.55e-44
1463	NCAN	ENSG00000130287	1.1199999999999999e-40
337	APOA4	ENSG00000110244	3.04e-39
6580	SLC22A1	ENSG00000175003	1.19e-36
8890	EIF2B4	ENSG00000115211	4.69e-33
27329	ANGPTL3	ENSG00000132855	2.55e-25
146894	CD300LG	ENSG00000161649	4.42e-24
57159	TRIM54	ENSG00000138100	3.65e-21
23173	METAP1	ENSG00000164024	1.69e-20
8884	SLC5A6	ENSG00000138074	2.25e-19
94039	ZNF101	ENSG00000181896	8.53e-18
26762	HAVCR1	ENSG00000113249	1.8e-17
5140	PDE3B	ENSG00000152270	2.64e-16
84277	DNAJC30	ENSG00000176410	1.87e-15
221037	JMJD1C	ENSG00000171988	3.13e-15
113201	GOLM2	ENSG00000166734	3.8e-14
350	APOH	ENSG00000091583	3.15e-13
255738	PCSK9	ENSG00000169174	3.45e-13
94137	RP1L1	ENSG00000183638	6.96e-13
80212	CCDC92	ENSG00000275035	1.75e-12
196385	DNAH10	ENSG00000281935	9.98e-11
5340	PLG	ENSG00000122194	2.62e-10
83650	SLC35G5	ENSG00000285084	4.55e-10
3626	INHBC	ENSG00000175189	3.6e-09
256006	ANKRD31	ENSG00000145700	5.42e-09
